epoch,train_loss,val_loss,train_f1,val_f1,train_pr_auc,val_pr_auc,val_roc_auc,threshold,seconds
1,0.028351735365434772,0.03806016033455434,0.08401253918495298,0.10032017075726396,0.028604828374142858,0.032836115923087245,0.876852161035742,0.14841607213020325,46.88872838020325
2,0.026273374684053052,0.03411701323425553,0.12034739454094293,0.18181818181769896,0.06283784869458295,0.08982255476626011,0.9085212311467398,0.2532877027988434,46.53328585624695
3,0.02459645409860286,0.031514279824758046,0.17054263565891473,0.22067039106095254,0.09208769730889982,0.13554096739245566,0.9228431615882214,0.2800905704498291,46.68482255935669
4,0.02359507350835701,0.029901746612801313,0.20915428917853895,0.25789192081278156,0.12447397406618727,0.16744618175333878,0.9350659563722031,0.31697556376457214,46.61720085144043
5,0.02336973195382341,0.030999782461680565,0.21130856219709207,0.2507552870085675,0.1375533634089052,0.16534002718596247,0.93103830754028,0.5055658221244812,46.362679958343506
6,0.023355564647727957,0.03069562849509019,0.21586314152410577,0.27172717271678987,0.14052332487384567,0.17553083707315595,0.9375480570040208,0.3186969757080078,46.69119691848755
7,0.021979221698943507,0.028674461954904827,0.21155795876985467,0.2739726027392537,0.1593601012627226,0.17291119225330412,0.939728800403279,0.5091864466667175,46.53633260726929
8,0.02273054264563875,0.030534309185793775,0.23473584308763049,0.2853828306259827,0.16087344834274808,0.1874315806177686,0.9416216097351198,0.3711811602115631,46.591482639312744
9,0.021215992770255526,0.028260422692020778,0.22013235806339254,0.291917973461549,0.180336951251812,0.2030842841454294,0.9419136598146554,0.5821701884269714,46.51743674278259
10,0.021401486268988534,0.028270653940996943,0.22617354196301565,0.2939759036140039,0.19195869133809462,0.21942977360447136,0.9466604358701486,0.730870246887207,46.69512224197388
11,0.020827566908330125,0.027750330311017066,0.2583170254403131,0.2879256965939341,0.20898241380296406,0.20775506710375935,0.9474092931380826,0.47163182497024536,46.598549604415894
12,0.020279376615044725,0.026822714424932996,0.25524712254570076,0.31184573002706667,0.21851790788298092,0.23074762403700547,0.947409515908412,0.5904489755630493,46.61397409439087
13,0.01979097783404445,0.026686786377873462,0.26383265856950067,0.31036414565778586,0.2224988912799885,0.2275321620023776,0.9511660418604309,0.6384994983673096,46.33820986747742
14,0.019650087014178547,0.026538255589331587,0.2609603340292276,0.30919050517301344,0.2303404495078463,0.23495041483809548,0.9519713092225013,0.6312549114227295,46.222766637802124
15,0.019472128454913924,0.026434376617131727,0.25089094796863864,0.30835380835336257,0.2375893510388825,0.23246074884193668,0.951924903748412,0.7259360551834106,46.31688952445984
16,0.01922685704812936,0.02614233965665517,0.26398054880166727,0.3175554224081719,0.23560372307604768,0.24749613989511066,0.9543811201990978,0.6809648871421814,46.51618051528931
17,0.019242657166191182,0.026434412397917093,0.2767676767676768,0.31633237822302457,0.23939531845324244,0.24286755371871988,0.9541581548887568,0.6282522678375244,46.42062544822693
18,0.01909585039674631,0.026184694142531783,0.2719449225473322,0.3164705882348314,0.2436444968792853,0.24008789846107337,0.9550013086959614,0.654644787311554,46.17387580871582
19,0.01899564088535872,0.026084689968176127,0.2753824756606398,0.3169856459325577,0.24614067277850182,0.23908527276566172,0.9546681089731953,0.6821197867393494,46.608505725860596
20,0.018986069591980844,0.02605935066283959,0.2721563154221912,0.32028898254018406,0.2467044803761808,0.23973187791524073,0.9547950962610638,0.6853939294815063,46.670347452163696
