epoch,train_loss,val_loss,train_f1,val_f1,train_pr_auc,val_pr_auc,val_roc_auc,threshold,seconds
1,0.02448829982384525,0.04401252257647246,0.182570468063098,0.15817223198547609,0.10499966976054778,0.0804114165467544,0.9035493317787578,0.23499612510204315,68.42078280448914
2,0.021164851224546585,0.03567603162774532,0.28845680531626877,0.2705202312134043,0.22199841720009716,0.1826806809861073,0.9368122525284729,0.2947092056274414,67.99179100990295
3,0.019040544873799102,0.03389228771266121,0.3554657914668013,0.3516483516478833,0.24856992260318653,0.21038501279439384,0.939108008740943,0.49929147958755493,67.872305393219
4,0.01739771699447774,0.02588976354336316,0.40919780506924486,0.4004524886873078,0.2984276223301582,0.26866685380815547,0.9553689088954361,0.5265778303146362,68.17659282684326
5,0.016917287497558806,0.026429428441043127,0.4355746048754353,0.4335195530721475,0.34394035975678433,0.3093863110749203,0.958121167069064,0.45418164134025574,68.17295837402344
6,0.016567322715354858,0.021887774145762456,0.4547115635604281,0.4745586708198607,0.36872541180505725,0.3591659272225268,0.9653566261868226,0.49328839778900146,68.21937656402588
7,0.015508825907158146,0.024705204283432876,0.4519230769230769,0.4481185860884669,0.36190815467803567,0.3283280833885225,0.9619947886685397,0.6648163795471191,67.8743691444397
8,0.015501482768073126,0.026079427674681153,0.44515612489991996,0.4472622478381473,0.3891738273135303,0.36123669456538854,0.9639627294578809,0.4822113811969757,67.52403259277344
9,0.015403288730530871,0.025241098772745236,0.4445047489823609,0.4399999999995373,0.3896923409063946,0.35053791102277637,0.9594782142143633,0.47818073630332947,67.70974040031433
10,0.014518551927936035,0.025358393620195385,0.4752763234438627,0.45772946859858077,0.4182966127424921,0.38197260938191907,0.964765602836146,0.5827109813690186,67.97361874580383
11,0.013843099842863494,0.019807915318864222,0.4935064935064935,0.5168661588678508,0.4437504429787782,0.46227590494921245,0.9735677460015164,0.6656137704849243,68.00775527954102
12,0.013462063204681136,0.020595076720972216,0.5012448132780083,0.5060240963850593,0.45036586616502616,0.44704115332075695,0.9721943514318844,0.7110165357589722,68.29886293411255
13,0.013159508084247262,0.02152099710360486,0.49605855855855857,0.5108077360632354,0.45425506093776724,0.44452069661646193,0.9716850324023317,0.6441903710365295,67.95247340202332
14,0.012826310662993848,0.020752416404460412,0.497171777314677,0.5208459214496983,0.46938035255258376,0.45700316906014193,0.9718988108282927,0.7684458494186401,67.85836267471313
15,0.012790718971754185,0.02345168273201008,0.5155038759689923,0.5052754982410366,0.4729154181471258,0.43204888421114807,0.967388390447743,0.621716320514679,67.88337445259094
16,0.012509730021631598,0.020504346529069704,0.5228079759628517,0.5294759825322674,0.47460251925738633,0.4641386279594745,0.9731243952343623,0.679038941860199,68.07536149024963
17,0.012225392399753343,0.02143780990916212,0.5176273083379966,0.5232018561480244,0.48783705821414214,0.4587786045786637,0.9712472641047397,0.6623191237449646,68.10421371459961
18,0.012146219086575618,0.02137468780018635,0.5226383454443824,0.5298165137609968,0.4904113383955654,0.46280054571481316,0.9707273819348461,0.6874837279319763,68.14287257194519
19,0.012099004223754982,0.021628293521599236,0.5257111597374179,0.5328098710034488,0.49253126405710945,0.46375214087933214,0.9705512093271833,0.6456032991409302,67.78712391853333
20,0.012090541460639438,0.02167866818744777,0.5253077975376197,0.5300393037614546,0.4928213198495867,0.4631850302436109,0.9707098600689816,0.6504895091056824,68.25612211227417
